"","Gene","S7_avg","S12_avg","S13_avg","Class"
"FCN1","FCN1",15.9382893795352,1.16197779680291,8.71586536118066,"individual_elevated"
"FCN2","FCN2",10.5011570288721,1.28175685833893,22.7588549573408,"individual_elevated"
"FCN3","FCN3",93.0906588693151,95.5677181568315,72.4927294032273,"not_elevated"
"FCRLB","FCRLB",1.17919947199222,0.829801578873033,2.02333099852758,"individual_elevated"
"FDFT1","FDFT1",108.302885172902,67.6179465585159,74.6385596325322,"not_elevated"
"FDPS","FDPS",70.7912108610629,49.6219215431538,45.9987847318184,"not_elevated"
"FDX1","FDX1",49.785171570472,28.7047718543289,37.0212639168302,"not_elevated"
"FDX1L","FDX1L",8.25900500840535,8.22822237552106,5.84395061896201,"not_elevated"
"FDXR","FDXR",7.4998290260507,4.95659363806243,7.12153990130233,"not_elevated"
"FECH","FECH",99.8997509505915,56.8720712533717,59.6673016483022,"not_elevated"
"FEM1A","FEM1A",245.108199546091,274.359536989394,242.179031752855,"not_elevated"
"FEM1B","FEM1B",144.17427233894,134.82634548905,140.218641420405,"not_elevated"
"FEM1C","FEM1C",71.184564394983,69.6142833999765,86.0380532057062,"not_elevated"
"FEN1","FEN1",12.1862556210476,10.1429702281144,10.6470971912299,"not_elevated"
"FENDRR","FENDRR",10.157488107249,24.0068091440491,10.6925005244872,"individual_elevated"
"FER","FER",17.4985262407431,23.7020400077563,22.6705662178074,"not_elevated"
"FER1L6","FER1L6",4.54092007174501,0.511650799250271,1.39082372851777,"individual_elevated"
"FERMT1","FERMT1",5.74685500380324,2.14763470182465,6.67482889845483,"not_elevated"
"FERMT2","FERMT2",120.840665046881,105.097278063145,117.270390171838,"not_elevated"
"FERMT3","FERMT3",9.14993051272202,5.02340271517031,13.4477588368306,"not_elevated"
"FES","FES",10.5869930102707,12.7474500938584,11.5276127575825,"not_elevated"
"FETUB","FETUB",28.7707595118968,15.4850054889272,14.5157546734182,"not_elevated"
"FEZ1","FEZ1",63.383326036954,47.6139721365338,41.2160989894166,"not_elevated"
"FEZ2","FEZ2",113.808713897436,76.9483642556611,115.529799510604,"not_elevated"
"FFAR4","FFAR4",2.31189363584484,0.860950920458766,1.76322972605304,"not_elevated"
"FGA","FGA",5192.7431195156,2442.01842572193,7236.3622652145,"not_elevated"
"FGB","FGB",3623.00542074287,1244.13726449258,4166.49816671133,"not_elevated"
"FGD1","FGD1",4.0311979977428,5.26371369849511,3.8915504426923,"not_elevated"
"FGD2","FGD2",6.60472940825383,7.84376950212003,6.83865034507322,"not_elevated"
"FGD3","FGD3",5.89942261717024,7.13313150561834,7.39041040492052,"not_elevated"
"FGD4","FGD4",90.2800606399603,120.928307829124,95.5443642509911,"not_elevated"
"FGD5","FGD5",39.5357985871552,55.3843554988283,51.9424059066892,"not_elevated"
"FGD5-AS1","FGD5-AS1",136.947122516341,118.422440781238,131.723670458353,"not_elevated"
"FGD6","FGD6",37.5946629145724,35.5699443183545,39.2408643801607,"not_elevated"
"FGF1","FGF1",58.0661111289146,19.378566468879,52.506543155265,"not_elevated"
"FGF11","FGF11",5.48248616916928,5.62577873830172,3.32837674830074,"not_elevated"
"FGF12","FGF12",130.036358051934,51.5191043101626,47.2306406032241,"individual_elevated"
"FGF13","FGF13",19.1367337952812,17.5154817800177,11.2098679277502,"not_elevated"
"FGF14","FGF14",11.934045640762,10.0339172849837,17.4772102698824,"not_elevated"
"FGF14-IT1","FGF14-IT1",0.422733584665835,1.33346631288141,1.63069214885294,"not_elevated"
"FGF2","FGF2",22.2237756363663,27.1628042094529,24.6938441273664,"not_elevated"
"FGF21","FGF21",0.302382650977088,2.35047573335627,0.246207655591806,"individual_specific"
"FGF5","FGF5",0.850356705458175,0.540324538635061,3.4848811671858,"individual_specific"
"FGF7","FGF7",12.4804758408589,12.6604384757182,10.879809634121,"not_elevated"
"FGF9","FGF9",13.8148566281837,12.4295741037933,12.8995848618536,"not_elevated"
"FGFBP2","FGFBP2",1.47845672392107,1.85085234147933,2.75412306053872,"not_elevated"
"FGFR1","FGFR1",48.5722737820477,73.6581933147352,81.0649434589901,"not_elevated"
"FGFR1OP","FGFR1OP",12.3616449022283,10.2022285565754,10.7691811263383,"not_elevated"
"FGFR1OP2","FGFR1OP2",42.6143293813929,39.6841887919096,35.581046535984,"not_elevated"
"FGFR2","FGFR2",53.0350835045149,50.3702219911019,70.8949583701416,"not_elevated"
"FGFR3","FGFR3",37.3921331929724,44.4437670388917,31.9835365517094,"not_elevated"
"FGFR4","FGFR4",38.6234439728717,34.7018124806556,28.7780664426272,"not_elevated"
"FGFRL1","FGFRL1",20.9127634737751,24.4288579194879,20.370846948631,"not_elevated"
"FGG","FGG",2779.16033856072,943.832651933534,3221.9229826898,"not_elevated"
"FGGY","FGGY",30.8835737604691,17.9800328033992,22.1056148857783,"not_elevated"
"FGL1","FGL1",218.868923344562,72.9747478755367,417.900831722747,"individual_elevated"
"FGL2","FGL2",52.0678321078221,39.0354946224251,52.3011464692437,"not_elevated"
"FGR","FGR",15.595964222022,8.85240815990318,16.7962345926663,"not_elevated"
"FH","FH",116.768014624997,74.9101681409461,89.600648002842,"not_elevated"
"FHAD1","FHAD1",4.05773881615955,1.41758635930574,1.84162548554907,"individual_elevated"
"FHDC1","FHDC1",3.68631183573221,3.3893569004746,6.79053394293792,"not_elevated"
"FHIT","FHIT",4.47685082180764,3.19428270513655,3.6806602016234,"not_elevated"
"FHL1","FHL1",2696.69411134441,2113.15380095354,2085.82153269991,"not_elevated"
"FHL2","FHL2",89.8677760675656,47.1618611387547,115.414335920676,"not_elevated"
"FHL3","FHL3",144.311438980165,108.707465702863,94.405092921074,"not_elevated"
"FHL5","FHL5",11.9387380876922,24.0715425032556,13.4375195033248,"not_elevated"
"FHOD1","FHOD1",27.2945214542231,38.5605560853805,29.0187367504588,"not_elevated"
"FHOD3","FHOD3",121.367175271439,84.5175661593888,103.482883266763,"not_elevated"
"FIBIN","FIBIN",10.9808713405111,21.3018765442157,17.3261478153315,"not_elevated"
"FIBP","FIBP",26.9135384452829,25.3673384082342,21.0318006565743,"not_elevated"
"FIG4","FIG4",27.2573691383598,24.1770389800182,22.9923728930734,"not_elevated"
"FIGF","FIGF",12.6543277990126,13.3749111280569,15.2456762259236,"not_elevated"
"FIGN","FIGN",9.70697466836161,12.3669043434433,7.93077236759241,"not_elevated"
"FIGNL1","FIGNL1",9.27583854135461,9.74396005127915,10.3948386544631,"not_elevated"
"FILIP1","FILIP1",152.304113938333,104.086208800005,128.588152579994,"not_elevated"
"FILIP1L","FILIP1L",119.130216764242,130.733283196241,121.965370180999,"not_elevated"
"FIP1L1","FIP1L1",28.5424637659594,26.3954834977134,27.7065688306121,"not_elevated"
"FIS1","FIS1",80.4652426762278,55.794584779782,59.5249414269743,"not_elevated"
"FITM1","FITM1",33.391386532116,17.8640261821663,21.2867342708591,"not_elevated"
"FITM2","FITM2",7.78391568178913,6.10378798124202,6.55504428521571,"not_elevated"
"FJX1","FJX1",1.9226100118268,3.56756357479672,2.04196865653328,"not_elevated"
"FKBP10","FKBP10",8.88618270341554,14.2413565788624,10.9677283344843,"not_elevated"
"FKBP11","FKBP11",4.2307175283281,6.14806312038371,3.52029687192475,"not_elevated"
"FKBP14","FKBP14",14.6648070893538,17.9538472886667,16.8984046825061,"not_elevated"
"FKBP15","FKBP15",45.2478062832644,43.3342678369283,49.103945925949,"not_elevated"
"FKBP1A","FKBP1A",42.5083624245622,52.0142823225094,41.6254383207858,"not_elevated"
"FKBP1B","FKBP1B",2.81926112190565,3.78135956992214,2.77424341989554,"not_elevated"
"FKBP2","FKBP2",20.3941101123326,15.8175771823555,16.1932449702005,"not_elevated"
"FKBP3","FKBP3",86.9590481604698,79.9885820393207,82.8223717360995,"not_elevated"
"FKBP4","FKBP4",112.700063095649,89.4224086296205,102.901394529663,"not_elevated"
"FKBP5","FKBP5",105.182787027163,117.407403340763,74.8995586217079,"not_elevated"
"FKBP7","FKBP7",5.29567449010856,6.3102892920398,5.37190885163147,"not_elevated"
"FKBP8","FKBP8",128.406742376491,134.21728792899,101.975973453667,"not_elevated"
"FKBP9","FKBP9",87.3470762882988,94.3195396443718,89.1268366516912,"not_elevated"
"FKRP","FKRP",11.0046617170596,14.6100848757377,9.90353342456583,"not_elevated"
"FKTN","FKTN",29.2670374401348,29.4175106022478,32.2286473836922,"not_elevated"
"FLAD1","FLAD1",15.9081360415983,14.7304992941849,12.5847483014518,"not_elevated"
"FLCN","FLCN",29.6148617498801,36.4864136148896,39.3455901950692,"not_elevated"
"FLI1","FLI1",24.5891000211515,31.2835005978105,26.9448108306337,"not_elevated"
"FLII","FLII",140.527580582402,151.300493351359,157.585444096192,"not_elevated"
"FLJ00285","FLJ00285",15.0432562255838,30.8271669696108,21.0016112478182,"not_elevated"
"FLJ00322","FLJ00322",5.27334589170621,7.93548585241287,6.78642039774511,"not_elevated"
"FLJ00326","FLJ00326",3.28295125550685,5.01988565073224,1.87170334659578,"not_elevated"
"FLJ00382","FLJ00382",6.24315029556171,0.0174203806294795,1.66056508772912,"individual_elevated"
"FLJ00385","FLJ00385",16.568831293956,5.45536136660969,14.4633741797468,"not_elevated"
"FLJ10038","FLJ10038",10.8508018426882,13.0511015494042,11.853227736745,"not_elevated"
"FLJ22184","FLJ22184",0.594884085985089,1.8833568471992,0.311956473596521,"individual_elevated"
"FLJ23867","FLJ23867",5.28530706894725,5.46676614419636,7.73098740963927,"not_elevated"
"FLJ31306","FLJ31306",15.3574135243336,23.1524978282814,21.6099978477988,"not_elevated"
"FLJ33630","FLJ33630",11.4634477656468,11.6049237045355,12.5419643613737,"not_elevated"
"FLJ34503","FLJ34503",0.199004656744141,0.557951985315941,1.93991569279454,"individual_elevated"
"FLJ41941","FLJ41941",5.33264081488007,5.55296243380589,6.8814504292322,"not_elevated"
"FLJ42627","FLJ42627",6.23200950817055,8.81706918311492,8.63534583294885,"not_elevated"
"FLJ42875","FLJ42875",2.79483910440304,11.5140742870197,2.20649974880355,"individual_specific"
"FLJ42969","FLJ42969",2.67115828595552,0.0599344979462174,0.0548427251459569,"individual_specific"
"FLJ43663","FLJ43663",11.9842970557206,19.5964270783705,15.3713050346942,"not_elevated"
"FLJ45340","FLJ45340",20.3255611188598,47.946948703835,29.2524839634156,"not_elevated"
"FLJ46481","FLJ46481",2.74440907455509,6.74066685465456,0.255270355235041,"individual_elevated"
"FLNA","FLNA",558.496894371911,724.984402349588,664.533153077541,"not_elevated"
"FLNB","FLNB",266.166009044314,349.209013710132,312.057085732265,"not_elevated"
"FLNC","FLNC",1164.60267478881,2067.98237876015,1115.58844954168,"not_elevated"
"FLOT1","FLOT1",92.5305229018056,86.8352308392356,84.3993218600465,"not_elevated"
"FLOT2","FLOT2",44.7665194669848,43.1133439393829,40.7572334595982,"not_elevated"
"FLRT1","FLRT1",3.14854803753578,7.17439232193522,1.99261624426338,"individual_elevated"
"FLRT2","FLRT2",36.9526336907547,53.7397588933928,23.7272815801267,"not_elevated"
"FLRT3","FLRT3",35.4751293830963,33.8427152206167,43.553899877937,"not_elevated"
"FLT1","FLT1",115.010242455366,172.049259822,211.706436184257,"not_elevated"
"FLT3","FLT3",1.10147184403148,0.634587867316341,10.1950352485663,"individual_specific"
"FLT4","FLT4",17.6861922290891,21.6079271530035,24.9803644947579,"not_elevated"
"FLVCR1","FLVCR1",6.50268423324807,6.98004614458134,8.25061289710485,"not_elevated"
"FLVCR2","FLVCR2",19.7572348035033,10.5130961144658,14.2731541213313,"not_elevated"
"FLYWCH1","FLYWCH1",25.4187638842605,32.3878478177972,24.5141335815952,"not_elevated"
"FLYWCH2","FLYWCH2",9.17751387586953,10.8294842291358,11.3545897560958,"not_elevated"
"FMN1","FMN1",28.6133699958147,49.450146874753,13.6600206064424,"individual_elevated"
"FMN2","FMN2",13.0191686124892,17.9325374494932,7.94478770284944,"not_elevated"
"FMNL1","FMNL1",10.6800398428639,12.5047602659844,10.2809723690622,"not_elevated"
"FMNL2","FMNL2",64.3212329091612,59.7232505587001,62.1070064437833,"not_elevated"
"FMNL3","FMNL3",34.9092037173659,49.6924312933657,43.3202685035414,"not_elevated"
"FMO1","FMO1",34.6425105738112,1.58918213066115,34.7966307579899,"not_elevated"
"FMO2","FMO2",93.9498995252178,108.846849362449,140.298284468436,"not_elevated"
"FMO3","FMO3",239.526797021977,101.177171029638,123.733261243446,"individual_elevated"
"FMO4","FMO4",28.6092176870469,9.99460129626854,20.9283686687614,"not_elevated"
"FMO5","FMO5",199.07999815697,138.151171829322,141.64336722343,"not_elevated"
"FMOD","FMOD",18.2600102169202,62.8160423235422,30.5088920691936,"individual_elevated"
"FMR1","FMR1",65.7117855838877,60.0776799597753,66.0725963481813,"not_elevated"
"FN1","FN1",4493.82384476199,2775.7344047572,3501.10342047328,"not_elevated"
"FN3K","FN3K",10.460208253044,13.3068083250623,9.51748546549847,"not_elevated"
"FN3KRP","FN3KRP",15.0312232226865,13.0777621891905,13.2563871468242,"not_elevated"
"FNBP1","FNBP1",33.1310894059699,37.2487345681741,41.73839588435,"not_elevated"
"FNBP1L","FNBP1L",69.9746472648648,71.695365094393,73.6033535754159,"not_elevated"
"FNBP4","FNBP4",21.3154587320776,34.7662247459384,26.5182813786418,"not_elevated"
"FNDC1","FNDC1",6.22541690045691,9.80857961310926,5.7474530275814,"not_elevated"
"FNDC3A","FNDC3A",170.875494529466,157.752335408689,147.55724069409,"not_elevated"
"FNDC3B","FNDC3B",119.079548116326,127.243699796595,124.550936917171,"not_elevated"
"FNDC4","FNDC4",17.8091759688461,17.3768433794789,9.22539797211461,"not_elevated"
"FNDC5","FNDC5",65.0683130199665,71.4265883441928,95.4196908602198,"not_elevated"
"FNDC9","FNDC9",1.9551028066623,2.83345610311469,2.12629575334584,"not_elevated"
"FNIP1","FNIP1",81.8172783156694,81.5214574637164,86.4521571957933,"not_elevated"
"FNIP2","FNIP2",123.861901433219,120.450502635387,121.270404398006,"not_elevated"
"FNTA","FNTA",56.8359632253338,42.2157510310405,49.9377957192153,"not_elevated"
"FNTB","FNTB",14.7383912508108,10.5019747484316,11.5976334545066,"not_elevated"
"FOCAD","FOCAD",66.3064460996232,61.8603264006174,58.9505332641783,"not_elevated"
"FOLH1","FOLH1",24.910158402593,11.0782178713699,14.0813173370519,"not_elevated"
"FOLH1B","FOLH1B",10.4392284798378,8.22841338730363,5.60454693919894,"not_elevated"
"FOLR1","FOLR1",22.1015274836066,5.28973319119493,23.9650626700554,"not_elevated"
"FOLR2","FOLR2",2.84701308681798,1.50362027757573,3.37691477510729,"not_elevated"
"FOPNL","FOPNL",39.5607785101138,25.69561028553,34.7537467584332,"not_elevated"
"FOS","FOS",78.5637731475536,68.826368163624,59.3663627196432,"not_elevated"
"FOSB","FOSB",2.10936519863343,2.86098538400936,3.47766734575988,"not_elevated"
"FOSL2","FOSL2",48.6609776609314,84.8546860631121,58.9253114079869,"not_elevated"
"FOXA1","FOXA1",10.5997204118331,4.86399103041498,7.3668038679097,"not_elevated"
"FOXA2","FOXA2",4.85595418534771,4.64029597540882,7.18289758321051,"not_elevated"
"FOXA3","FOXA3",6.06805873216198,10.0414638991861,5.02553132842804,"not_elevated"
"FOXC1","FOXC1",10.5928982802918,12.9462966900331,7.91471026730507,"not_elevated"
"FOXF1","FOXF1",5.53422799766556,7.4976319058483,6.16744598869697,"not_elevated"
"FOXF2","FOXF2",1.49551542813173,1.79396397556205,0.964858365327375,"not_elevated"
"FOXG1","FOXG1",5.49337108669999,6.35010554389468,0,"individual_elevated"
"FOXI1","FOXI1",1.04878617950347,0.713630338236679,2.09938208951887,"individual_elevated"
"FOXJ1","FOXJ1",8.70481102088088,1.58208883076422,3.50856354522942,"individual_elevated"
"FOXJ2","FOXJ2",31.2675821441286,39.0530696606581,35.4041749246293,"not_elevated"
"FOXJ3","FOXJ3",76.7591804931557,70.3003654544952,76.657498246231,"not_elevated"
"FOXK1","FOXK1",44.4108299573317,76.0805383471293,50.1995547440721,"not_elevated"
"FOXK2","FOXK2",38.3230985627096,54.1412711172241,40.1682999761817,"not_elevated"
"FOXN2","FOXN2",60.8483679167216,42.7755603808286,67.6451907488352,"not_elevated"
"FOXN3","FOXN3",184.111740609257,185.814600053741,204.488060747871,"not_elevated"
"FOXO1","FOXO1",70.667217056421,84.3296595333475,109.375419547854,"not_elevated"
"FOXO3","FOXO3",118.302333704344,189.949561029963,163.065304809244,"not_elevated"
"FOXO3B","FOXO3B",4.19124186140245,6.12561102085636,5.22821736208302,"not_elevated"
"FOXO4","FOXO4",23.1925037462571,20.1099334046063,22.3425368392379,"not_elevated"
"FOXP1","FOXP1",46.0662419802402,70.4533068704547,53.734465601465,"not_elevated"
"FOXP2","FOXP2",14.6885735708142,17.601491868452,8.67717322615569,"not_elevated"
"FOXP4","FOXP4",8.0437943738545,14.4017063837513,8.7757195525908,"not_elevated"
"FOXRED1","FOXRED1",31.4769346663977,19.7497697727383,20.7058894841362,"not_elevated"
"FOXRED2","FOXRED2",14.6335954891328,15.2803177704406,13.5223031058162,"not_elevated"
"FP15737","FP15737",6.97186008187219,8.93410648791148,6.51276233011756,"not_elevated"
"FPGS","FPGS",23.2317972860903,20.683402424687,21.7103494092965,"not_elevated"
"FPGT","FPGT",22.1997208244178,23.3492953850759,20.5531647038671,"not_elevated"
"FPGT-TNNI3K","FPGT-TNNI3K",6.67351455230396,4.28878282955513,6.6948099304635,"not_elevated"
"FPR1","FPR1",3.91098526442682,3.52627957880767,5.17735469080267,"not_elevated"
"FPR2","FPR2",1.75990206033009,0.9306125193755,1.2830943947663,"not_elevated"
"FPR3","FPR3",15.3309582632947,4.17144616926127,15.5090926212491,"not_elevated"
"FRA10AC1","FRA10AC1",12.5439358830494,15.2664518094339,13.7881323129207,"not_elevated"
"FRAS1","FRAS1",60.4383510439952,71.7769649672601,51.8031425541315,"not_elevated"
"FRAT1","FRAT1",2.60814831801965,4.7570561954349,3.02719052718311,"not_elevated"
"FRAT2","FRAT2",7.18993548388396,10.1013448361011,8.64509636201724,"not_elevated"
"FREM1","FREM1",22.326206485061,41.5816505109835,28.3143037301457,"not_elevated"
"FREM2","FREM2",66.6285811998467,64.5430654088559,77.5151113272836,"not_elevated"
"FREM3","FREM3",3.73537951274583,8.19184830796534,0.462604354094948,"individual_elevated"
"FRG1","FRG1",12.60057578906,9.80318156632854,12.1313701765739,"not_elevated"
"FRG1B","FRG1B",6.26770074542827,7.31897827453514,7.26358867824503,"not_elevated"
"FRK","FRK",25.1485447524046,20.4098846068393,18.180172033306,"not_elevated"
"FRMD1","FRMD1",1.52340752977964,0.167542823346703,1.48249226986486,"not_elevated"
"FRMD3","FRMD3",35.8152578529241,36.2549313918751,42.0019455055714,"not_elevated"
"FRMD4A","FRMD4A",29.8883658483325,37.0999069017857,25.5065324958644,"not_elevated"
"FRMD4B","FRMD4B",36.9024937109872,35.1901661333274,37.1708928550406,"not_elevated"
"FRMD5","FRMD5",5.24997380572997,3.68168165132968,3.65982508097247,"not_elevated"
"FRMD6","FRMD6",21.0286947651895,34.1235522591103,32.4414349723471,"not_elevated"
"FRMD8","FRMD8",14.5860782884369,19.1948431994638,15.0679705634807,"not_elevated"
"FRMPD1","FRMPD1",5.43034347733515,6.59706463581132,4.49639382722546,"not_elevated"
"FRMPD2","FRMPD2",3.80442312362641,2.06083520887293,2.81210367339622,"not_elevated"
"FRMPD2P1","FRMPD2P1",2.54550375401799,3.30543588135772,0.0927543801807476,"individual_elevated"
"FRMPD4","FRMPD4",27.2137915487618,28.9927650693581,12.4005048055474,"not_elevated"
"FRRS1","FRRS1",19.0136991504793,12.6414022942161,13.7433411648284,"not_elevated"
"FRRS1L","FRRS1L",3.34241886087324,5.59529274306539,3.44085692399238,"not_elevated"
"FRS2","FRS2",56.4345518442097,50.0913674596337,56.4431972925064,"not_elevated"
"FRS3","FRS3",3.68459304854629,4.7745738839127,3.28892112393874,"not_elevated"
"FRY","FRY",133.940049594537,146.434947973157,129.798563905165,"not_elevated"
"FRYL","FRYL",116.429361437654,124.566926596063,120.671633104543,"not_elevated"
"FRZB","FRZB",6.78458151712194,12.9756958113824,9.97610385610627,"not_elevated"
"FSBP","FSBP",8.22833521491897,9.90273480685132,7.68708711217143,"not_elevated"
"FSCN1","FSCN1",34.547878193725,35.2177712104901,22.0078326597844,"not_elevated"
"FSD1","FSD1",4.28982467060017,5.90929026963855,2.33070765857816,"not_elevated"
"FSD1L","FSD1L",24.2113462330719,18.0205784153998,19.7648938010024,"not_elevated"
"FSD2","FSD2",46.9066881511916,29.0573926781075,34.6064785860396,"not_elevated"
"FST","FST",3.84358250987429,5.92990551505621,8.86910894402046,"not_elevated"
"FSTL1","FSTL1",158.129323267414,226.25065569883,207.02897329366,"not_elevated"
"FSTL3","FSTL3",11.6208356715994,18.8153515317425,15.4770473946719,"not_elevated"
"FSTL4","FSTL4",5.87558939629873,12.0344465433713,5.51050405458065,"individual_elevated"
"FSTL5","FSTL5",7.90517729624519,7.53051013383984,68.5718116527275,"individual_specific"
"FTCD","FTCD",169.070828781122,112.150276082336,97.39498829668,"not_elevated"
"FTH1","FTH1",658.42047878024,513.485253515852,567.255690101372,"not_elevated"
"FTL","FTL",2123.28078602916,1043.44430441477,1602.33502882397,"not_elevated"
"FTO","FTO",87.9406170475818,78.0906858917436,67.5633967391777,"not_elevated"
"FTSJ1","FTSJ1",12.9900266666176,12.1174878132225,12.5102159756075,"not_elevated"
"FTSJ2","FTSJ2",17.1068705650888,13.5259282837106,15.5723576347991,"not_elevated"
"FTSJ3","FTSJ3",40.2777043609528,28.3058485621775,25.8364214522303,"not_elevated"
"FTSJD1","FTSJD1",30.8843408592912,29.0752553239303,33.0237506800773,"not_elevated"
"FTSJD2","FTSJD2",47.2800635616782,51.2110064937968,42.5741365269786,"not_elevated"
"FTX","FTX",8.78135646395219,18.3275939812779,12.2927652427697,"not_elevated"
"FUBP1","FUBP1",52.4608985015523,58.1736945850979,51.2979532643421,"not_elevated"
"FUBP3","FUBP3",39.7672780947383,36.3784676883037,36.758286724925,"not_elevated"
"FUCA1","FUCA1",57.7069087621027,41.5750503216459,52.1585785958434,"not_elevated"
"FUCA2","FUCA2",35.2202343086753,25.6905776173982,32.352243725336,"not_elevated"
"FUK","FUK",13.5557818624514,12.8004788348031,13.7824456188419,"not_elevated"
"FUNDC1","FUNDC1",11.0419575527278,8.17544040266023,9.4211987732126,"not_elevated"
"FUNDC2","FUNDC2",101.559440033417,71.3590415457154,83.9676566363155,"not_elevated"
"FUOM","FUOM",18.8026436031514,11.3542714715661,10.4347509107047,"not_elevated"
"FURIN","FURIN",102.712666044134,165.353194523619,107.990456888619,"not_elevated"
"FUS","FUS",16.5620924639244,24.56072960882,16.4703048855029,"not_elevated"
"FUT1","FUT1",4.25636503786837,7.51867223814166,8.01420391763571,"not_elevated"
"FUT10","FUT10",12.2452971868571,13.08379971596,12.9229380316544,"not_elevated"
"FUT11","FUT11",10.931374151614,11.8090871749532,12.9114801507188,"not_elevated"
"FUT3","FUT3",3.7704449485166,0.338448918015001,3.33937161137742,"individual_elevated"
"FUT4","FUT4",5.42543736084852,5.29361668975867,6.19746909175013,"not_elevated"
"FUT6","FUT6",15.6180354596446,2.78795654271331,15.4236243681808,"not_elevated"
"FUT8","FUT8",22.2877250587683,26.4437368778752,27.7354531882054,"not_elevated"
"FUT9","FUT9",55.3215733580884,50.1764323014711,53.5563094988645,"not_elevated"
"FUZ","FUZ",9.2589305978609,7.68941431691777,7.46974583886497,"not_elevated"
"FW340024","FW340024",26.3802604177139,31.3172182544006,32.8384366638725,"not_elevated"
"FXN","FXN",16.7211585104482,16.1133432642911,14.2452418778231,"not_elevated"
"FXR1","FXR1",187.888841327238,190.0755472267,200.058711333036,"not_elevated"
"FXR2","FXR2",64.0805337599339,55.3205545395229,61.1046739157321,"not_elevated"
"FXYD1","FXYD1",38.468821706641,29.3724734396297,26.4020117238544,"not_elevated"
"FXYD2","FXYD2",135.682790771054,162.577120473055,96.6053848506743,"not_elevated"
"FXYD3","FXYD3",6.71307830213803,2.74512354263794,8.66792900201304,"not_elevated"
"FXYD4","FXYD4",7.88362046206511,2.39476709339042,8.48477862840555,"not_elevated"
"FXYD5","FXYD5",7.56941900979871,7.3082858237349,10.1830434687805,"not_elevated"
"FXYD6","FXYD6",37.4717428214166,63.0978003729605,36.9227779388791,"not_elevated"
"FXYD7","FXYD7",2.11077878086107,3.14001609222406,0.209241750535379,"individual_elevated"
"FYB","FYB",12.5341535850627,6.7273618821958,13.8652490188973,"not_elevated"
"FYCO1","FYCO1",321.273028916207,314.048714087148,232.227825268767,"not_elevated"
"FYN","FYN",39.7328995954193,41.3222832539014,39.9379106258272,"not_elevated"
"FYTTD1","FYTTD1",128.601860646426,96.9225422457629,130.690561475707,"not_elevated"
"FZD1","FZD1",24.6462508756219,19.6698188032313,27.9360120542905,"not_elevated"
"FZD3","FZD3",46.5085139896535,45.8721635991283,42.5153468893323,"not_elevated"
"FZD4","FZD4",104.696973060273,143.355054166069,134.62418941385,"not_elevated"
"FZD5","FZD5",37.9548428021177,35.1595661843333,34.8458670396397,"not_elevated"
"FZD6","FZD6",26.9692452657235,34.5504639022504,32.0247335127315,"not_elevated"
"FZD7","FZD7",17.5822762147248,19.6795146734484,32.9841960934994,"not_elevated"
"FZD8","FZD8",5.49544515211655,7.28674600487391,5.79245103473473,"not_elevated"
"FZR1","FZR1",22.4304606638058,28.9235251512675,21.7349082113456,"not_elevated"
"G0S2","G0S2",49.9361120955879,67.3010874392651,34.8702000084464,"not_elevated"
"G2E3","G2E3",19.047239544066,18.352344777406,20.8751894872865,"not_elevated"
"G3BP1","G3BP1",168.208777118899,143.086432653744,147.064521938427,"not_elevated"
"G3BP2","G3BP2",240.665853028559,200.079872010785,231.807791274978,"not_elevated"
"G6PC","G6PC",196.475422623939,265.172017668146,125.302044952476,"not_elevated"
"G6PC3","G6PC3",13.4627121451058,11.2803814190682,12.6933030669657,"not_elevated"
"G6PD","G6PD",12.0808095744673,9.15771526057909,11.065294402316,"not_elevated"
"GAA","GAA",75.0940643034303,63.3964342427123,62.9884957306586,"not_elevated"
"GAB1","GAB1",83.2840959822541,66.4702759223428,70.2015743595536,"not_elevated"
"GAB2","GAB2",35.1912655849564,35.8040282188429,32.6384476650668,"not_elevated"
"GAB3","GAB3",10.5130177928869,10.2951663598911,11.6911254677654,"not_elevated"
"GABARAP","GABARAP",128.742895446121,95.0586755202137,101.982821554925,"not_elevated"
"GABARAPL1","GABARAPL1",141.766422848216,141.907773739457,149.926218268893,"not_elevated"
"GABARAPL2","GABARAPL2",71.3864706236263,57.4608411229024,65.5668076676648,"not_elevated"
"GABBR1","GABBR1",57.1515909423602,86.5503891680663,66.0481429960918,"not_elevated"
"GABBR2","GABBR2",34.388234578834,59.7738965630226,21.1673830671158,"individual_elevated"
"GABPA","GABPA",60.1543692231366,56.6919854485619,64.4585589266325,"not_elevated"
"GABPB1","GABPB1",15.179608975321,13.0162420935975,13.771656422917,"not_elevated"
"GABPB1-AS1","GABPB1-AS1",3.38304746884693,4.96832345982436,3.09512988454886,"not_elevated"
"GABPB2","GABPB2",7.97511702176703,8.62348220550342,10.4218157537386,"not_elevated"
"GABRA1","GABRA1",91.5016061475379,78.5316870685275,88.2370111273406,"not_elevated"
"GABRA2","GABRA2",14.4640263719561,17.6967739666792,6.51148652020112,"not_elevated"
"GABRA3","GABRA3",5.33148041115713,6.49255085703336,0.774044685277078,"individual_elevated"
"GABRA4","GABRA4",39.6159388193788,38.0707944737156,9.14415528604083,"not_elevated"
"GABRA5","GABRA5",11.4275429637064,15.2058322608974,0.245828787487303,"individual_elevated"
"GABRA6","GABRA6",0.113477947709734,0.118259412115675,47.1700122026188,"individual_specific"
